,id,in_out,year,no_motives,humble_motives,good_motives,bad_motives,>2_motives,worse_motives,mistakes,summ,text
5093,5093,out,2017,Учительская,1.0,2.0,1.0,1.0,1.0,"Очень слабый для Москвы. Мотивация неконкретная, достижений как таковых нет, очень странные рассуждения об учительстве",," Я, наверное, уже с детства хотел стать учителем.  Сколько себя помню - всегда играл в школу,даже на уроках когда нам объясняли новую тему,я ставил себя на место преподавателя и размышлял,а как бы я смог преподнести эту же тему детям,будь я на месте преподавателя. "
5099,5099,out,2017,,0.0,0.0,0.0,0.0,1.0,"Нет эссе, безграмотная анкета.",,"Я хочу стать участником программы «Учитель для России» потому, что закончил высшее образование в направлении «Физическая культура». Работа с детьми весьма очень интересный процесс, особенно это физкультура, где высокая активность и разнообразие упражнений благотворно влияет на физическое и умственное становление ребенка. К тому же все дети очень активны ."
5102,5102,out,2017,Учительская,1.0,1.0,1.0,1.0,1.0,"Очень короткая анкета, практически не за что зацепиться",,Хочу учить детей безопасному и ответственному поведению в условиях постоянно меняющейся современной обстановки
5103,5103,out,2017,Идеалистическая,1.0,1.0,1.0,2.0,2.0,"Слабая анкета, путаная речь, странные обороты речи. Нет зрелости, понимания зачем программа, ничего про пролематику. Хочет стать учителем, программа как старт.",,"Мне хочется расширить мировоззрение детей, потому что все новое для них вызывает интерес, и самое главное я хочу показать им как можно учиться и не потерять интерес.. Я сама училась в сельской школе. Помню нашу новую учительницу по русскому языку и литературе, мы были в 10 классе, она только-только пришла закончила университет.. ее уроки, она обращалась ко всем на ""вы"", она не заставляла нас вставать при ее входе в класс, она не навязывала свое мнение... У нас у всех за сочинение первая оценка была 5, она научила нас думать. Я ей благодарна. Я хочу так же как и она в свои 22 повлиять на возможно чью то жизнь, научить учиться, научиться формировать свое личное мнение, расширить горизонты ребенка!"
5104,5104,out,2017,Идеалистическая,1.0,1.0,1.0,1.0,1.0,Анкета-отписка,,"Потому что нравится работать с детьми и мотивировать их заниматься иностранными языками. Хочется , чтобы дети в сельских школах тоже знали иностранные языки, и не чувствовали себя ущербными."
5105,5105,out,2017,Смешанная (Учительская и Идеалистическая),1.0,2.0,2.0,1.0,2.0,"Отсутствует рефлексия. Некоторые вопросы то ли не понял, то ли решил в ответе пофилософствовать. ",,"Сердце отдаю детям. Ведь что ты отдаешь, то и получаешь. Все в жизни взаимосвязано. Чтобы достичь чего-либо или преуспеть в чем-либо всегда приходится чем-то или кем-то жертвовать. Поэтому надо понимать, хватит ли тебе сил. "
5110,5110,out,2017,Учительская,2.0,2.0,1.0,1.0,2.0,Не будет высшего образования к концу учебного года,,"Меня завлекает этот проект тем, что я могу попробовать себя не имея полного педагогического образования, но зато есть большой опыт за спиной. У меня есть идея как проводить урок продуктивно, ведя его в игровой форме. Детям будет не только интересно, но и останется в памяти надолго. "
5114,5114,out,2017,Рациональная,1.0,2.0,1.0,1.0,1.0,"Ценностно не наш, странные достижения( с позици ценностей и рефлексии), мотивация очень раицональная, не про детей, ",,"Потому что это возможность применить и протестировать инновационные образовательные технологии, ""ноу-хау"" именно в стрессовой среде, будут ли он работать, даёт понять состояние системы образования РФ в целом для запуска её реформирования и модернизации. К тому человек попадая в незнакомую среду начинает развиваться - это своего рода ""челлендж"" - вызов. "
5115,5115,out,2017,Смешанная (Учительская и Идеалистическая),2.0,2.0,1.0,1.0,1.0,,,"Программа ""Учитель для России"" дает уникальную возможность занять свою нишу в том русле, которое близко мне как кандидату. Направление ""Музыка"" которое выбираю я, лишь на первый взгляд кажется интересным далеко не всем детям. Однако это не так, ведь в работе с детьми важен открытый подход, и я готова помогать детям,  учить их не заставляя. Я как будущий родитель готова трудиться, с целью повышения качества образования в нашей стране. Как человека приветствующего стабильность, меня привлекает преподавание именно в региональной массовой школе, ведь учреждение данного типа всегда находится под надзором государства."
5117,5117,out,2017,Смешанная (Рациональная и Учительская),1.0,0.0,1.0,1.0,1.0,"Случайная анкета-отписка. Судя по всему, ничего не знает/не понимает про программу. Все ответы очень краткие. Мотивация - ""закончила магистерскую программу по методике преподавания"" и всё. Лидерской истории нет. Конкретных достижений нет. ",,"В январе этого года я окончила МГУ по специальности методика преподавания иностранного языка. Считаю возможность участия в конкурсе хорошей стартовой площадкой.  Я думаю, что к каждому можно найти свой ключик и переломить ситуацию."
5119,5119,out,2017,,0.0,0.0,0.0,0.0,0.0,Анкета-отписка.,,"Вопрос не простой. Говорить высокопарные вещи я не буду. Больше практическая сторона этой возможности. И при заполнении анкеты, я ещё не окончательно принял решение."
5121,5121,out,2017,Идеалистическая,1.0,1.0,2.0,2.0,1.0,"Слабая мотивация (нет ясности, почему к детям в школу, почему  в программу), слабое эссе по лидерство, мало рефлексии (или простая - терпение и труд к успеху ведут),",,"У меня есть опыт преподавания для студентов, однако это уже сформированные личности, ""огранка"" их характера была довольно сложным занятием. С детьми, которые только-только начинают осознавать своё предназначение в жизни, будет легче указать правильный путь, основанный на добросовестном выполнении задании, получении удовольствия от достигаемых результатов."
5126,5126,out,2017,Идеалистическая,1.0,2.0,1.0,2.0,2.0,"Нет мотивации, работает по специальности довольно успешно, далека от образования, ничего про программу и контекст",,"Я мечтаю стать учителем. В тот период жизни, когда была необходимость определиться с выбором профессии, с который я готова связать свою жизнь, я сделала выбор на основании семейных рекомендаций, так как сама совершенно не понимала в чем мое призвание. Получив образование в сфере финансов я успешно двигалась по карьерной лестнице, получала опыт и развитие в этой сфере. Но в какой-то момент своей жизни, я подумала о том, что не чувствую себя на своем месте. Я стала наблюдать за собой пытаясь выявить на основании внутренних ощущений свое предназначение. Достаточно быстро я поняла, что взаимодействие с детьми дает мне более сильное удовлетворение чувства выполненного морального долга. Так здорово ощущать, что от выделенного тобой времени и внимания уделенного ребенку, у него в голове формируется новый кирпичик - знание на котором строится его картина мира.  Окончательно определив сферу своего дальнейшего развития я решила получить профильное образование. Так как я работаю полный рабочий день, возможности пойти на очное обучение у меня нет. Поэтому я выбрала дистанционные курсы повышения квалификации. В рамках этих курсов, изучая материалы об организации процессов обучения и воспитания я еще больше загорелась идеей быть педагогом. Параллельно я стала посещать детский дом и заниматься там с детьми в рамках волонтерского проекта. Участие в программе «Учитель для России» для меня это возможность повысить свои компетенции, получить информация относительно опыта специалистов, которые в данной профессии уже долгое время, а также, при наличии возможности, получить практический опыт работы в школе."
5129,5129,out,2017,Идеалистическая,1.0,0.0,0.0,0.0,1.0,"Декларативная мотивация, отсутсвуют три эссе, отправляет смотреть прошлые поданные анкеты.",,"Многое зависит от учителя, к некоторым учителям дети даже в кабинет заходить не желают, это сказывается на результатах. Хочу чтобы в обычной массовой школе  было на 1ого такого учителя меньше."
5132,5132,out,2017,Идеалистическая,2.0,1.0,1.0,2.0,2.0,"Малоинформативная анкета, ситуация про лидерство очень трагичная, но не про лидерство, достижения почти не указаны. ",,"Желание работать учителем появилось еще в начальных классах и осталось до сих пор. Мне нравиться помогать детям познавать мир, находить свое место в нем. Учитель - это призвание и не каждый может им быть. каждый ребенок имеет право на хорошего учителя, таковым я однажды надеюсь стать."
5133,5133,out,2017,Учительская,1.0,1.0,1.0,1.0,1.0,Полупустая анкета. ,,"Хочу стабильную работу в образовании, чтоб была постоянная зарплата, опыт наработанный, люблю научную деятельность, общаться с детьми"
5136,5136,out,2017,Идеалистическая,0.0,1.0,1.0,1.0,0.0,"Очень слабая анкета, нет мотивации, плохие эссе. Нет рефлексии, понимания,зачем программа, что мы делаем. Ценности ноль. Везде пишет, что постаралась и смогла.",,"В массовой школе есть хорошие и адекватные дети, и не все такие, которые оставляют желать лучшего. и они и их результаты."
5137,5137,out,2017,,0.0,0.0,1.0,1.0,1.0,Не раскрыт ни один вопрос. ,,Хочу повысить качество образования
5139,5139,out,2017,Смешанная (Учительская и Идеалистическая),1.0,2.0,2.0,2.0,1.0,"Коснозычие, ничего про ценности, хочет ""трудоустраивать"" детей, очень странный тип.",,"Я очень хочу работать с детьми. Так же есть огромное желание работать именно по специальности, я учился на педагога. У меня есть хороший опыт в компьютерных программах, опыт управление проектами и коллективом. Помимо учителя, я мог бы со временем стать управленцем и быть полезным образованию. Для детей хочется быть авторитетом, чтобы своим примером мотивировать их на хорошую учебу. Так как я бывший спортсмен. Я мог бы много работать с детьми по спорту, возить их на соревнования. Принимать участие в получении в высшем образовании, их трудоустройстве. Иметь отношение к ученикам очень родное, как к родным детям."
5140,5140,out,2017,Рациональная,1.0,1.0,0.0,2.0,1.0,Анкета-отписка. В эссе нет ответов на вопросы,,"Мне нравится достигать результатов в необычных проектах, учить детей и радоваться результатам вместе с ними после."
5142,5142,out,2017,Идеалистическая,3.0,1.0,1.0,1.0,2.0,"Не раскрыла темы эссе, пишет мало, нет рефлексии, низкая осозананность",,"Меня еще в детстве привлекала профессия учителя, плюс мне нравилось учиться самой - разбирать материал, рисовать схемы, ассоциации - сейчас активно это использую в качестве частного репетитора по истории. Почему привлекает преподавание в региональной школе? Я вообще хочу работать именно в сельской школе.  Во-первых, мне кажется, там нужнее - в Петербурге много хороших школ и с репетиторами нет недостатка, всегда можно подтянуть предмет.  Из этого пункта еще следует и то, что им (детям из небольших поселков) нужны свежие люди с современным видением мира, которые могут показать альтернативу и расширить видение мира в целом. Во-вторых, мне кажется, в деревне, при современном отношении к образованию и жизни и наличии интернета, например, можно достичь прекрасного баланса между работой и душевным состоянием человека."
5144,5144,out,2017,Смешанная (Учительская и Идеалистическая),1.0,0.0,1.0,2.0,1.0,"Нет лидерской истории, нет рефлексии по достижениям, непонятная мотивация",,"Работа с детьми и подростками моя давняя мечта. Преподавание именно в спортивном направлении, так как я тесно связана со спортом (баскетбол, настольный теннис, фитнес). У меня имеется огромное желание приучить детей к активному времяпрепровождению с пользой для них. "
5145,5145,out,2017,Идеалистическая,1.0,0.0,2.0,1.0,2.0,Малоинформативная анкета,,"Я считаю, что желание учиться, узнавать новое у детей есть всегда. В обычной российской региональной школе  не такой широкий круг возможностей и базы для развития. Если брать к примеру творчество, я сама, переехав в Москву в 30 лет, много нового для себя открыла. "
5146,5146,out,2017,Учительская,1.0,1.0,1.0,1.0,1.0,"Не раскрыл мотивацию, лидерство, умение справляться с трудностями, достижения.",,"Меня привлекает преподавание именно в этой сфере, так как мне очень интересно, именно развить у детей интерес к учебе. "
5147,5147,out,2017,,0.0,0.0,0.0,0.0,0.0,Нет эссе.,,Очень хочется работать по специальности
5149,5149,out,2017,Рациональная,1.0,2.0,1.0,2.0,1.0,"Большая часть мотивационного эссе - автобиография. Мотивация очень рациональна. В лидерской истории совсем нет ""я"". Трудная история больше про лидерство. В достижениях перечисленно нечто невразумительное",,"Уважаемые члены команды организаторов программы ""Учитель для России"", пишу Вам эти эссе, имея за плечами опыт работы как в школе, так и в ряде коммерческих и общественных организаций. Я являюсь выпускником исторического факультета Воронежского государственного университета. Одновременно учился на факультете журналистики в том же университете. В 2009 году стал кандидатом исторических наук. Свою трудовую деятельность начал в школе, учителем английского языка. Через год стал совмещать работу в школе с преподаванием в Воронежском государственном техническом университете. Еще через год полностью перешел в вуз, что позволило реализовать себя в целом ряде других проектов. Во-первых, это работа специалистом по связям с общественностью в команде депутата Государственной Думы. Во-вторых, это работа в качестве ассистента-переводчика при иностранном инженере в компании ТНК-BP. В это же время мне удалось занять второе место в конкурсе городских общественных проектов, связанных с темой развития города Воронеж.       Этот успех и мой опыт работы в сфере паблик рилейшнз позволили мне стать заведующим кафедрой связей с общественностью Воронежского филиала Московского гуманитарно-экономического института в 2010 г.  При этом для меня все время оставались внутренне важными и амбициозно интересными проблемы, возможности и задачи в области воспитания молодого поколения. И школьное звено является основной ареной для развития достойных проектов в области образования для нашего общества.       Участие в данной программе позволило бы мне подняться на новый уровень профессионализма, работая над достаточно уникальным проектом, а также стать членом творческого сообщества, пытающегося сделать нашу школу более современной (что, как мне видится, должно достигаться путем совмещения в ней двух программ: государственной и Международного бакалавриата) и участвующего в формировании свободного, духовно развитого, ценящего здоровый образ жизни гражданина и патриота России."
5151,5151,out,2017,Рациональная,1.0,3.0,2.0,3.0,0.0,"Нулевая и очень странная мотивация, рассуждения о продаже вооружения за рубеж и о других странах в стиле ""Россия - военное государство"", в историях супер неуверенность в себе и желание всем что-то доказывать про себя. Не про детей и не про школу. Хочет работать только в определенной гимназии в Новгороде, как будто не читала о программе.",,"1. У меня есть подход к ""обычным, средним"" людям (взрослые, подростки, дети). Обычные люди уважают силу и/или деньги. Я могу продемонстрировать на личном примере, как зарабатывать: а) деньги, занимаясь интеллектуальной работой; b) авторитет и престиж благодаря интеллекту. Мой девиз ""интеллектуальный значит неуязвимый"". Я обаятельная хрупкая девушка, занимаюсь бодибилдингом, пользуюсь уважением у военных и акул бизнеса, профессионально продавая вооружение за рубеж.  2. У меня есть четкое понимание, как работает система образования в России и за рубежом. Я могу показать прозрачный план  действий для ребенка и родителей как из А (средняя школа) попасть в В (университет мечты, ВУЗ топ-3 или бизес-школа), используя закон Парето 80/20. И продемонстрировать это на собственном примере. "
5152,5152,out,2017,Рациональная,1.0,2.0,1.0,2.0,2.0,"Мало ""я"" в анкете. Непонятна мотивация. Хочется увидеть анкету через год еще раз, но более полную",,"Почему? Потому что уже давно мечтаю вернуться в профессию. Но, если честно, страшновато без дополнительной подготовки и новых знаний идти к современным детям. Дети изменились, их требования и установки тоже, и я должна им соответствовать.  Поэтому программа ""Учитель для России"". А почему обычная школа? А почему бы и нет? "
5158,5158,out,2017,Идеалистическая,1.0,1.0,2.0,2.0,2.0,"Мало рефлексии в эссе. Темы не раскрыты полностью, хотя есть большой потенциал. также непонятна мотивация. Попробовать в следующем году раскрыть анкету",,"Я считаю, что любой ребенок, вне зависимости от статуса школы имеет право на качественное образование. Для меня лично это способ творческой самореализации, посильный вклад в развитие нашей Родины, а так же площадка для реализации своих способностей и идей"
5163,5163,out,2017,Рациональная,1.0,2.0,3.0,2.0,2.0,Нет мотивации. не понимает контекст. ,,"Я хочу стать участником программы потому, что это одна из возможностей получить практический опыт работы психологом, новый опыт лично для себя (новое место, люди, события), да и просто устроиться на работу. А то что школа самая обычная, то так даже лучше: вдруг там есть кого вдохновить и дать возможность достичь чего-то большего, показать человеку его возможности. Конечно не 100%, но попытаться стоит."
5164,5164,out,2017,Идеалистическая,1.0,1.0,2.0,1.0,1.0,"Не раскрыт ни один вопрос. Приводит странную цитату в мотивации. Почему собралась в преподавание в школе, потратив столько лет на медицину? Не поняла суть программы, тк хочет в Москву и МО, потому что там у нее ""работа"".",,"Мне довелось слышать фразу: ""Больше всего нужно любить детей тогда, когда они меньше всего того заслуживают"". Именно потому, что в региональной школе у учеников зачастую проблемы с обучением, как мне кажется, им и нужны молодые, ещё не столкнувшиеся с эмоциональным выгоранием учителя, которые могут заразить детей своей любовью к жизни, школе и своему предмету."
5166,5166,out,2017,Идеалистическая,1.0,0.0,1.0,0.0,2.0,"Отписка, пропустила вопросы, хочет помогать детям, мжет помогать и так.",,"Хочу помогать детям, а особенно подросткам, психологической помощью, чтобы они могли обратиться ко мне и рассказать о своей проблеме. Иногда одно слово может перевернуть мир ребенка."
5167,5167,out,2017,,0.0,0.0,0.0,0.0,0.0,Нет эссе,,отлично
5168,5168,out,2017,Учительская,1.0,0.0,0.0,0.0,0.0,"Анкета-отписка, даже по одной целой строчке не набрал в каждом эссе.",,Желание заниматься педагогической деятельностью.
5169,5169,out,2017,Идеалистическая,1.0,0.0,0.0,2.0,2.0,Ни слова про программу. Мотивация прописана неубедительно. Очень локоничные эссе,,"Мой предмет (искусство, культура) не стремится к ""результатам"" в классном журнале и дневнике ученика.  Сам учился в региональной массовой школе.  Показать многообразие мира, рассказать о том, что мир разный. Нет желания учиться? Давайте играть, рисовать или танцевать, фотографировать, играть на гитаре и барабанах, пойдемте гулять. Этому тоже можно научить. Некой свободе "
5171,5171,out,2017,Учительская,1.0,2.0,0.0,2.0,2.0,"Не описал достижения, слабая мотивация, нет пролематики, рефлексии",,"Я являюсь пенсионером МВД, но поскольку мой возраст 36 лет мне бы хотелось ещё приносить пользу людям и стать педагогом, так как мне всегда нравилась школа и всё что с ней связано."
5172,5172,out,2017,Учительская,1.0,1.0,2.0,0.0,2.0,,,"Быть участником программы ""Учитель для России"" это не только проявление себя в качестве наставника-лидера, как таковым можно считать преподавателя на сегодняшний день, но и  возможность получить огромный опыт в общении с детьми на современном этапе обучения.  Возможность выявления у детей склонность к продолжению обучения в той или иной сфере, а одной из ступеней данного проявления-начальный этап - школа. Передать собственный опыт стараний и достижений."
5175,5175,out,2017,Идеалистическая,1.0,1.0,0.0,1.0,1.0,Безграмотная речь. Отсутствие внятной мотивации и какой-либо рефлексии.,,Хочу быть полезной в России!
5177,5177,out,2017,Рациональная,1.0,0.0,0.0,0.0,2.0,Анкета-отписка.,,"В этом году поступаю в академию постдипломного образования Санкт-Петербурга на курсы для получения квалификации учителя истории и обществознания. Административная должность, на которой я теперь нахожусь весьма хлопотная и подразумевает большой объём работы по большей части с бумагами. Хотелось бы заниматься с детьми непосредственно, преподавая историю. музыку и, по-возможности, вести кружок или секцию спортивного туризма.  У нас семья: мама - учитель русского языка и литературы, дочь Варвара - ходит в первый класс, сын Серёжа, которому год и девять и я - учитель музыки, инструктор по детско-юношескому туризму. Мы планируем переехать жить и работать в провинцию. Я видел на вашем сайте, что  программа ""Учитель для России"" работает со школами из разных регионов. Нам бы хотелось поехать преподавать в школу поближе к Костромской или Ярославской области, чтобы у нас была возможность помогать родителям. А они в свою очередь - нам."
5178,5178,out,2017,Учительская,1.0,2.0,1.0,1.0,1.0,"Мотивация не раскрыта, одна фраза. Повторила слово в слово лидерскую историю в вопросе про трудности. Во всех вопросах пишет что-то про свой опыт в школе, но работала там пол года 5 лет назад. Что делала до и после - не понятно. Больше никакого опыта не описано. Никаких достижений. Ничего не понятно про ценности. Очень неграмотная речь.",,"Я люблю детей,свой предмет,сама постоянно стремлюсь к новым знаниям,хочется в учениках воспитать любовь к иностранным языкам."
5180,5180,out,2017,Смешанная (Рациональная и Идеалистическая),1.0,1.0,1.0,1.0,2.0,Анкета-отписка. Нет развернутых историй,,"Хочу проявить свои педагогические способности и заинтересовать детей к успешному овладению навыками школьной программы, а так же развитие у детей творческих навыков и самореализации для успешного овладения школьной программы и становления себя как личности"
5181,5181,out,2017,Рациональная,1.0,1.0,1.0,1.0,1.0,Анкета-отписка,,"Хочу найти работу, более подходящую моему образованию и интересу к истории и музейному делу, добывать новые исторические сведения о сообщать их ученикам"
5182,5182,out,2017,Учительская,0.0,2.0,2.0,1.0,2.0,"Анкету как будто ребенок писал. Мотивация вообще не описана, приведена только история из жизни. История с трудностмяи неплохая, но не совсем ясно, зачем добавлены некоторые детали. Очень простая речь, нет последовательности. ",,"Однажды я поехала в Ростовскую область к своему дедушке. Он живет в маленькой станице, где очень много беспризорных детей. На улице Бориса Примерова набиралось таких человек 15. Они ходили за мной и кричали: ""Лилия, Лилия, Лилия"". Я только вернулась после работы в лагере, моя голова была полна песен и игр для детей. Мы собирались по вечерам на скамейке, пели песни, играли в игры. Дети рассказывали, как они воруют, как нечего дома есть, как отец напился и избил мать. И я поняла, что нужно сделать что-нибудь для них. Мое педагогическое сердце ёкнуло. Я решила поставить с ними кукольный театр и пригласить всех родителей на выступление детей. Я думала, что дети не захотят этим заниматься, но они проявили огромную инициативу - принесли ткань, иголки, нитки, палки, чтобы сделать кукол. Я не видела такой активности на педагогической практике. Я видела, как дети горели тем, что мы делали. Я получала огромное удовольствие, смотря как мои беспризорники готовятся к выступлению, учат слова. И даже самые маленькие выучили по одной реплике и пришили по пуговице к кукле. Мы ставили ""Золушку"". Почти все родители пришли на выступление, и как же они были рады смотреть на своих детей. Меня благодарили, и я поняла, что я готова делать для таких детей очень многое. Их нужно заинтересовать, а потом вместе с ними наслаждаться процессом и идти к светлому будущему."
5183,5183,out,2017,Рациональная,0.0,1.0,1.0,1.0,1.0,Анкета-отписка,,"Интересно узнать  чем живут другие регионы, поучаствовать в программе."
5184,5184,out,2018,Смешанная (Рациональная и Идеалистическая),2.0,2.0,2.0,2.0,1.0,Авторитарный. Хочет работать с талантливыми и раскрывать сильные стороны учеников. ,,"Учебные результаты оставляют желать лучшего ввиду отсутствия мотивации, надо показать детям, что мы живем в мире, полном удивительных возможностей, и что прогресс и достижения зависят именно от них самих. Учебники есть, в Youtube например, по физике, полно видеороликов- не хватает только личной мотивации. Меня привлекает поиск и поддержка талантов, при этом в региональной массовой школе их может быть не меньше, чем в элитной московской"
5185,5185,out,2018,Рациональная,1.0,1.0,0.0,2.0,1.0,"Несвязная речь, нет достижений, мотивирована только желанием преподавать экономику, при этом выбрала ОБЖ",,"Всегда хотела преподавать экономику. Изучала все дисциплины, связанные с экономикой усердно, с энтузиазмом. Мечтала о преподавательской карьере.  Предметы давались легко. Считаю, что детей необходимо увлечь предметом. Разбудить их юное воображение, чтобы они увидели картину будущего в ярких красках и четко поняли варианты осуществления увиденной цели. Смогли правильно определять выбор для решения экономической задачи.  В списке предложенных предметов я не увидела Экономику. Поэтому выбрала ОБЖ - основы безопасности жизнедеятельности."
5186,5186,out,2018,Учительская,2.0,1.0,1.0,2.0,2.0,Все,,"Я долго думала, а чем именно я хочу заниматься в этой жизни? Приобрела опыт руководителя. Но я понимаю, что помимо обычных организаторских способностей, я обладаю и другими знаниями. А нужны ли они взрослым людям? Я думаю, что с детьми я смогу много чем поделиться, много чему научить, много чего рассказать. Я стремлюсь заинтересовать их жить и учиться с интересом. Я хочу дать им понять, что профессию нужно выбирать именно ту, к которой лежит душа, а не куда призывает общество. Стремлюсь  дать понять, что учитель это не ""замученное существо"", а сильная и многогранная личность, благодаря кому они могут черпать информацию и знания. Благодаря настоящему учителю - формируется личность."
5192,5192,out,2018,Рациональная,2.0,1.0,1.0,1.0,1.0,анкета-отписка,,"Учитель - это большая ответственность, которая ложится на отдельного человека. Ответственность огромная, именно за тех детей, которые придут к тебе на уроки и буду слушать, задавать вопросы и брать с тебя пример. Хочется верить в то, что высшее образование, полученное мной было получено правильно, а опыт, приобретенный в дальнейшем, мне пригодится, и я являюсь тем человеком, который сможет справиться с такой огромной ответственностью за тех детей, которые придут ко мне на уроки. "
